,cust,grade
27271,M912616576,General
27272,M912686457,General
27273,M912695526,VIP
27274,M912699339,General
27275,M912741854,General
27276,M912795445,General
27277,M912818874,General
27278,M912840175,General
27279,M912869866,General
27280,M912931597,General
27281,M912954489,General
27282,M912961917,VIP
27283,M913039634,MVG
27284,M913113922,General
27285,M913121902,General
27286,M913140976,VIP
27287,M913172996,VIP
27288,M913268308,General
27289,M913269384,General
27290,M913275845,General
27291,M913292909,General
27292,M913310808,VIP
27293,M913334620,General
27294,M913345263,General
27295,M913350785,General
27296,M913381570,General
27297,M913446509,General
27298,M913487433,LENITH
27299,M913490328,General
27300,M913490897,General
27301,M913523249,General
27302,M913531244,VIP
27303,M913543306,General
27304,M913545951,General
27305,M913595774,General
27306,M913631286,General
27307,M913636850,MVG
27308,M913669145,General
27309,M913687595,VIP
27310,M913699475,General
27311,M913732288,General
27312,M913737992,General
27313,M913741500,General
27314,M913743888,General
27315,M913746556,General
27316,M913786114,General
27317,M913813594,VIP
27318,M913832403,General
27319,M913894497,MVG
27320,M913934979,General
27321,M914009680,General
27322,M914061972,VIP
27323,M914075577,General
27324,M914091550,General
27325,M914099740,General
27326,M914135592,General
27327,M914143074,General
27328,M914171611,VIP
27329,M914176973,General
27330,M914200957,General
27331,M914202733,General
27332,M914222425,General
27333,M914274731,General
27334,M914274760,General
27335,M914341554,General
27336,M914348776,General
27337,M914350597,General
27338,M914425660,General
27339,M914431956,General
27340,M914459706,VIP
27341,M914497889,General
27342,M914547013,General
27343,M914625924,General
27344,M914647190,General
27345,M914656496,General
27346,M914746887,General
27347,M914799695,General
27348,M914816610,General
27349,M914844341,General
27350,M914867873,General
27351,M914876132,General
27352,M914890107,General
27353,M914912371,VIP
27354,M914963204,General
27355,M915044080,General
27356,M915127288,General
27357,M915139061,General
27358,M915142379,General
27359,M915145900,VIP
27360,M915166478,General
27361,M915173007,VIP
27362,M915202045,General
27363,M915235489,General
27364,M915239352,VIP
27365,M915295455,General
27366,M915356227,General
27367,M915379648,VIP
27368,M915396680,General
27369,M915558973,General
27370,M915569987,General
27371,M915578802,General
27372,M915648311,General
27373,M915671785,General
27374,M915705833,MVG
27375,M915744708,General
27376,M915795380,General
27377,M915808793,General
27378,M915849212,VIP
27379,M915879951,General
27380,M915946147,General
27381,M915985637,General
27382,M916006918,General
27383,M916009992,General
27384,M916033169,VIP
27385,M916041031,General
27386,M916114634,General
27387,M916137217,General
27388,M916149482,General
27389,M916178757,General
27390,M916193696,VIP
27391,M916294945,General
27392,M916334090,General
27393,M916404155,MVG
27394,M916426831,General
27395,M916452303,General
27396,M916457698,General
27397,M916527972,General
27398,M916565782,VIP
27399,M916621029,MVG
27400,M916636846,General
27401,M916644882,MVG
27402,M916671482,General
27403,M916733102,General
27404,M916770794,General
27405,M916776512,General
27406,M916800478,General
27407,M916893875,General
27408,M916894384,General
27409,M916899746,VIP
27410,M916911362,General
27411,M916967150,General
27412,M916971028,General
27413,M916985905,VIP
27414,M916991178,General
27415,M917043583,General
27416,M917047660,General
27417,M917056577,General
27418,M917375236,General
27419,M917424075,VIP
27420,M917510482,MVG
27421,M917568124,General
27422,M917593243,General
27423,M917601232,General
27424,M917686028,General
27425,M917717296,General
27426,M917797112,MVG
27427,M917822213,General
27428,M917901678,General
27429,M917932024,General
27430,M917951799,General
27431,M917958835,General
27432,M917983684,General
27433,M918049530,General
27434,M918094307,General
27435,M918163895,General
27436,M918179314,General
27437,M918259949,VIP
27438,M918264855,General
27439,M918272363,General
27440,M918291182,General
27441,M918404945,General
27442,M918478491,General
27443,M918512922,General
27444,M918541646,General
27445,M918624551,General
27446,M918649889,General
27447,M918705590,General
27448,M918746321,VIP
27449,M918784415,VIP
27450,M918834935,General
27451,M918863878,General
27452,M918879423,General
27453,M918971971,VIP
27454,M919030559,General
27455,M919033712,General
27456,M919084126,General
27457,M919114014,General
27458,M919144587,General
27459,M919205172,VIP
27460,M919291421,VIP
27461,M919310758,General
27462,M919374790,MVG
27463,M919435464,General
27464,M919477545,General
27465,M919530959,General
27466,M919558543,General
27467,M919611796,General
27468,M919659824,General
27469,M919710749,General
27470,M919723463,General
27471,M919789670,General
27472,M919826300,VIP
27473,M920042871,General
27474,M920054166,General
27475,M920076161,General
27476,M920086496,General
27477,M920086788,General
27478,M920095973,General
27479,M920127373,VIP
27480,M920270819,General
27481,M920288828,VIP
27482,M920300119,General
27483,M920310603,General
27484,M920430025,General
27485,M920437928,General
27486,M920468948,General
27487,M920476315,VIP
27488,M920501531,General
27489,M920541260,General
27490,M920565826,VIP
27491,M920581371,VIP
27492,M920658111,General
27493,M920682977,General
27494,M920689018,General
27495,M920715369,VIP
27496,M920737662,General
27497,M920815821,General
27498,M920863377,General
27499,M920898206,General
27500,M920907291,General
27501,M920911354,General
27502,M920917766,General
27503,M920932499,General
27504,M920957004,General
27505,M921002802,General
27506,M921113918,VIP
27507,M921123599,General
27508,M921166913,General
27509,M921289949,General
27510,M921315184,General
27511,M921318286,General
27512,M921404092,General
27513,M921446049,General
27514,M921469553,General
27515,M921574115,General
27516,M921586834,General
27517,M921663038,General
27518,M921701946,General
27519,M921702024,General
27520,M921777656,General
27521,M921821129,General
27522,M921894981,General
27523,M921930325,General
27524,M921944559,General
27525,M921971214,General
27526,M921972135,General
27527,M921973412,General
27528,M922055675,General
27529,M922099188,General
27530,M922108403,VIP
27531,M922211161,General
27532,M922268655,General
27533,M922269744,General
27534,M922272631,General
27535,M922278704,VIP
27536,M922327121,General
27537,M922355728,General
27538,M922501830,General
27539,M922528745,General
27540,M922534981,General
27541,M922583287,General
27542,M922607607,VIP
27543,M922630405,VIP
27544,M922660735,VIP
27545,M922720632,General
27546,M922730236,VIP
27547,M922741267,VIP
27548,M922743466,VIP
27549,M922870924,VIP
27550,M922872888,General
27551,M922903039,General
27552,M922931578,General
27553,M923038039,VIP
27554,M923086254,General
27555,M923130575,General
27556,M923131416,General
27557,M923157256,General
27558,M923167815,General
27559,M923211200,General
27560,M923218781,VIP
27561,M923251645,VIP
27562,M923265284,General
27563,M923285900,VIP
27564,M923330895,General
27565,M923351251,General
27566,M923466266,General
27567,M923469671,General
27568,M923469679,General
27569,M923573656,VIP
27570,M923584589,General
27571,M923595961,General
27572,M923648269,General
27573,M923671647,General
27574,M923754028,General
27575,M923810726,General
27576,M923811176,General
27577,M923822683,General
27578,M923859064,General
27579,M923871649,General
27580,M923875395,VIP
27581,M923899548,General
27582,M923979054,General
27583,M923995511,General
27584,M924004116,General
27585,M924015193,General
27586,M924024923,VIP
27587,M924062191,VIP
27588,M924185388,General
27589,M924202299,General
27590,M924212589,General
27591,M924228527,General
27592,M924247415,General
27593,M924276040,General
27594,M924318565,General
27595,M924342303,General
27596,M924356372,General
27597,M924401008,General
27598,M924436749,General
27599,M924446905,VIP
27600,M924466911,General
27601,M924508776,MVG
27602,M924534152,VIP
27603,M924579461,General
27604,M924583000,General
27605,M924629648,General
27606,M924664158,General
27607,M924671828,General
27608,M924687736,General
27609,M924696839,General
27610,M924718355,General
27611,M924727049,VIP
27612,M924794820,General
27613,M924821014,General
27614,M924836505,General
27615,M924848883,General
27616,M924869849,General
27617,M924928463,General
27618,M924941800,General
27619,M924957505,General
27620,M924985986,General
27621,M925008386,General
27622,M925084116,General
27623,M925131133,General
27624,M925150131,VIP
27625,M925165440,General
27626,M925268712,General
27627,M925290309,MVG
27628,M925345382,General
27629,M925391155,General
27630,M925478432,General
27631,M925479841,VIP
27632,M925502848,General
27633,M925509293,General
27634,M925513655,General
27635,M925514991,General
27636,M925635096,General
27637,M925651131,VIP
27638,M925672359,General
27639,M925676985,General
27640,M925690276,General
27641,M925740286,General
27642,M925888873,General
27643,M925891331,VIP
27644,M925944965,General
27645,M925954607,General
27646,M926005322,General
27647,M926014276,VIP
27648,M926130037,General
27649,M926140337,General
27650,M926181127,General
27651,M926188066,General
27652,M926257923,General
27653,M926294028,General
27654,M926344751,General
27655,M926400891,General
27656,M926461281,General
27657,M926473635,General
27658,M926571659,General
27659,M926622304,General
27660,M926693934,General
27661,M926738082,General
27662,M926754296,General
27663,M926794468,VIP
27664,M926795291,VIP
27665,M926828792,General
27666,M926844738,General
27667,M926940821,General
27668,M927065760,General
27669,M927074609,VIP
27670,M927188684,General
27671,M927194600,General
27672,M927289211,General
27673,M927300526,General
27674,M927360267,General
27675,M927367748,General
27676,M927405402,VIP
27677,M927445440,General
27678,M927459944,VIP
27679,M927491542,General
27680,M927546875,General
27681,M927568536,General
27682,M927574481,VIP
27683,M927595370,General
27684,M927625010,General
27685,M927629525,General
27686,M927650643,General
27687,M927734587,General
27688,M927742776,General
27689,M927767726,General
27690,M927782484,General
27691,M927803926,VIP
27692,M927887253,General
27693,M927965107,General
27694,M927998831,VIP
27695,M928031470,General
27696,M928081115,General
27697,M928090735,General
27698,M928103090,General
27699,M928205189,MVG
27700,M928215747,General
27701,M928226209,General
27702,M928291584,General
27703,M928393956,General
27704,M928446874,General
27705,M928475970,General
27706,M928505790,General
27707,M928513849,General
27708,M928577718,VIP
27709,M928629924,General
27710,M928699068,General
27711,M928753296,VIP
27712,M928839862,General
