cust,ma_fem_dv,ages,zon_hlv,grade
M913545951,0,3,10,General
M913631286,0,4,10,General
M913636850,0,1,10,MVG-Ace
M913669145,0,2,10,General
M913687595,0,1,10,VIP+
M913699475,1,1,17,General
M913732288,0,2,11,General
M913737992,0,3,17,General
M913741500,0,3,11,General
M913743888,1,1,13,General
M913746556,1,3,10,General
M913786114,0,2,6,General
M913813594,0,4,16,VIP
M913832403,1,3,6,General
M913894497,0,1,10,MVG-Ace
M913934979,1,2,17,General
M914009680,1,1,14,General
M914061972,0,4,17,VIP
M914075577,0,2,11,General
M914091550,1,1,16,General
M914099740,0,1,9,General
M914135592,1,3,1,General
M914143074,0,1,17,General
M914171611,0,2,17,VIP
M914176973,0,4,17,General
M914200957,1,2,12,General
M914202733,1,2,14,General
M914222425,0,2,17,General
M914274731,0,2,9,General
M914274760,0,2,10,General
M914341554,1,2,17,General
M914425660,0,3,6,General
M914431956,1,2,10,General
M914459706,0,1,17,VIP
M914497889,1,4,17,General
M914547013,0,1,17,General
M914625924,0,2,3,General
M914647190,1,2,17,General
M914656496,1,2,8,General
M914746887,0,1,17,General
M914799695,1,1,14,General
M914816610,0,3,10,General
M914844341,0,2,8,General
M914867873,1,1,17,General
M914876132,0,3,8,General
M914890107,0,3,17,General
M914912371,0,0,17,VIP
M914963204,1,0,4,General
M915044080,0,2,3,General
M915127288,0,1,9,General
M915139061,0,2,17,General
M915142379,0,1,6,General
M915145900,0,5,13,VIP+
M915166478,0,3,11,General
M915173007,0,3,17,VIP+
M915202045,1,0,15,General
M915235489,1,3,10,General
M915239352,0,2,17,VIP
M915295455,0,2,10,General
M915356227,0,3,10,General
M915379648,0,1,14,VIP
M915396680,1,2,17,General
M915558973,0,2,4,General
M915569987,0,2,17,General
M915671785,1,4,10,General
M915705833,1,3,4,MVG-Ace
M915744708,0,2,16,General
M915795380,0,1,11,General
M915808793,1,4,4,General
M915849212,1,2,17,VIP
M915879951,0,2,16,General
M915946147,0,3,11,General
M915985637,0,2,17,General
M916006918,0,2,17,General
M916009992,1,1,4,General
M916033169,1,1,17,VIP
M916041031,0,0,10,General
M916114634,1,0,8,General
M916137217,1,1,10,General
M916149482,0,2,10,General
M916178757,0,1,10,General
M916193696,1,4,17,VIP+
M916294945,0,3,17,General
M916334090,0,1,10,General
M916404155,0,3,11,MVG-Crown
M916426831,0,0,16,General
M916452303,0,2,11,General
M916527972,0,2,4,General
M916565782,0,2,17,VIP+
M916621029,0,2,17,MVG-Ace
M916636846,0,1,17,General
M916644882,0,2,14,MVG-Crown
M916671482,0,2,17,General
M916770794,0,4,10,General
M916776512,1,3,5,General
M916893875,1,3,10,General
M916894384,1,1,17,General
M916899746,1,2,4,VIP
M916911362,0,1,17,General
M916967150,1,0,5,General
M916971028,1,1,17,General
M916985905,1,1,17,VIP+
M916991178,1,1,14,General
M917043583,1,1,11,General
M917047660,1,2,17,General
M917056577,0,3,10,General
M917375236,0,0,16,General
M917424075,1,1,3,VIP
M917510482,0,2,10,MVG-Ace
M917593243,0,4,16,General
M917601232,0,3,17,General
M917686028,1,5,10,General
M917797112,1,1,16,MVG-Ace
M917822213,0,3,10,General
M917901678,0,1,16,General
M917932024,0,2,15,General
M917958835,0,1,6,General
M917983684,0,4,15,General
M918049530,1,3,10,General
M918094307,1,1,14,General
M918163895,0,2,10,General
M918179314,0,2,10,General
M918259949,0,3,17,VIP
M918264855,0,2,16,General
M918272363,1,3,10,General
M918291182,1,3,10,General
M918404945,0,0,11,General
M918478491,0,3,17,General
M918512922,1,1,10,General
M918541646,1,3,12,General
M918624551,0,1,10,General
M918705590,0,1,10,General
M918746321,1,0,17,General
M918784415,0,1,11,VIP+
M918834935,1,2,10,General
M918863878,0,1,17,General
M918879423,1,2,9,General
M918971971,1,1,17,VIP+
M919033712,0,4,10,General
M919084126,0,1,10,General
M919114014,0,1,17,General
M919144587,0,2,11,General
M919205172,0,0,16,VIP+
M919291421,0,2,17,VIP
M919310758,1,2,17,General
M919374790,1,3,17,MVG-Ace
M919435464,1,0,13,General
M919530959,0,0,15,General
M919611796,0,2,17,General
M919659824,0,3,10,General
M919710749,1,2,17,General
M919789670,0,4,15,General
M919826300,0,1,17,VIP+
M920042871,0,3,17,General
M920054166,1,3,13,General
M920076161,1,2,11,General
M920086496,0,1,12,General
M920086788,0,2,4,General
M920095973,1,1,1,General
M920127373,0,1,10,VIP
M920270819,0,3,17,General
M920288828,0,2,3,VIP
M920300119,1,2,9,General
M920430025,0,4,17,General
M920437928,0,2,16,General
M920468948,0,1,4,General
M920476315,0,3,17,VIP
M920501531,1,1,4,General
M920541260,0,0,11,General
M920565826,1,2,17,VIP+
M920581371,1,2,10,VIP+
M920658111,0,1,10,General
M920682977,0,2,7,General
M920689018,0,4,10,General
M920715369,0,2,17,VIP
M920737662,1,1,17,General
M920815821,0,1,6,General
M920863377,0,1,17,General
M920898206,1,5,6,General
M920907291,0,1,4,General
M920911354,1,3,16,General
M920917766,0,5,17,General
M920932499,0,2,6,General
M920957004,0,4,17,General
M921002802,1,1,13,General
M921113918,0,1,16,VIP
M921123599,0,1,14,General
M921166913,0,2,9,General
M921289949,0,4,13,General
M921315184,0,2,10,General
M921318286,0,2,10,General
M921404092,0,2,6,General
M921446049,0,3,8,General
M921574115,0,0,10,General
M921586834,0,2,10,General
M921663038,0,4,4,General
M921701946,0,2,8,General
M921702024,0,1,17,General
M921777656,0,1,17,General
M921821129,0,1,4,General
M921894981,0,4,9,General
M921930325,0,4,4,General
M921944559,0,1,15,General
M921971214,1,0,17,General
M921972135,1,0,6,General
M921973412,1,2,10,General
M922055675,0,1,4,General
M922099188,1,1,10,General
M922108403,1,3,11,VIP+
M922211161,0,2,17,General
M922268655,0,2,16,General
M922269744,0,2,14,General
M922272631,1,0,10,General
M922278704,1,1,10,General
M922327121,1,0,10,General
M922355728,0,2,17,General
M922501830,0,0,10,General
M922528745,0,3,17,General
M922534981,1,1,17,General
M922583287,0,3,10,General
M922607607,0,2,10,VIP
M922630405,1,2,17,VIP
M922660735,1,0,4,VIP+
M922720632,0,0,10,General
M922730236,0,4,16,VIP
M922741267,1,1,16,VIP
M922743466,0,3,17,VIP
M922870924,0,2,10,VIP
M922903039,1,1,3,General
M923038039,1,4,11,VIP
M923130575,1,2,10,General
M923131416,1,2,10,General
M923157256,0,4,11,General
M923167815,1,3,7,General
M923218781,0,1,10,VIP
M923251645,0,2,17,VIP
M923265284,0,1,11,General
M923285900,0,1,17,VIP
M923330895,0,2,12,General
M923351251,1,0,10,General
M923466266,0,1,10,General
M923469671,0,0,6,General
M923469679,0,1,11,General
M923573656,0,1,10,General
M923584589,0,0,4,General
M923595961,0,2,12,General
M923648269,0,2,12,General
M923671647,0,0,10,General
M923754028,0,3,6,General
M923810726,0,2,17,General
M923811176,0,3,17,General
M923822683,0,3,12,General
M923859064,0,2,10,General
M923871649,1,2,12,General
M923875395,0,3,17,VIP
M923899548,0,4,16,General
M923995511,0,2,11,General
M924004116,0,3,17,General
M924015193,0,3,17,General
M924024923,1,2,10,VIP+
M924062191,0,4,16,VIP
M924185388,0,2,10,General
M924202299,0,2,6,General
M924247415,1,1,17,General
M924276040,0,3,17,General
M924318565,1,1,17,General
M924342303,0,1,10,General
M924356372,0,4,10,General
M924401008,0,1,4,General
M924436749,1,0,10,General
M924446905,0,0,16,VIP
M924466911,0,3,7,General
M924508776,1,1,17,MVG-Crown
M924534152,0,1,4,VIP+
M924579461,0,0,17,General
M924629648,0,0,15,General
M924671828,1,5,17,General
M924687736,0,2,17,General
M924696839,0,3,12,General
M924718355,1,0,17,General
M924727049,0,1,17,VIP+
M924794820,0,4,10,General
M924821014,1,2,17,General
M924836505,0,0,10,General
M924848883,0,2,10,General
M924869849,0,3,5,General
M924928463,0,1,17,General
M924941800,0,2,4,General
M924957505,1,1,10,General
M924985986,1,0,17,General
M925008386,1,0,15,General
M925084116,1,1,1,General
M925131133,0,0,10,General
M925150131,1,0,17,VIP
M925290309,0,3,17,MVG-Ace
M925345382,0,0,4,General
M925391155,1,3,6,General
M925478432,0,1,17,General
M925479841,1,2,17,VIP+
M925509293,0,1,1,General
M925513655,1,2,10,General
M925514991,1,5,6,General
M925651131,0,2,16,General
M925676985,0,3,10,General
M925690276,1,4,4,General
M925740286,0,2,14,General
M925888873,1,0,4,General
M925891331,1,2,10,VIP
M925944965,0,2,3,General
M926005322,0,3,1,General
M926014276,1,2,10,VIP+
M926130037,0,1,4,General
M926181127,0,4,9,General
M926257923,1,0,17,General
M926294028,0,1,16,General
M926344751,0,2,9,General
M926400891,0,1,1,General
M926461281,0,2,17,General
M926473635,1,2,17,General
M926571659,0,1,10,General
M926622304,0,3,4,General
M926738082,0,2,17,General
M926754296,0,1,17,General
M926794468,0,2,16,VIP
M926795291,0,3,16,VIP
M926828792,0,2,17,General
M926844738,0,4,10,General
M926940821,0,0,17,General
M927065760,0,0,14,General
M927074609,0,2,17,VIP
M927188684,0,3,10,General
M927194600,0,3,12,General
M927300526,0,0,10,General
M927405402,0,3,4,VIP
M927445440,0,2,17,General
M927459944,0,1,3,VIP+
M927491542,0,0,15,General
M927546875,0,2,17,General
M927568536,0,0,10,General
M927574481,1,2,10,VIP
M927595370,0,1,12,General
M927625010,1,1,15,General
M927650643,1,2,10,General
M927734587,0,3,10,General
M927742776,1,2,13,General
M927782484,0,4,14,General
M927803926,0,2,8,VIP
M927887253,1,1,3,General
M927965107,0,3,11,General
M927998831,1,1,10,VIP
M928031470,1,2,17,General
M928081115,1,2,12,General
M928090735,0,2,12,General
M928103090,0,2,16,General
M928205189,0,4,10,MVG-Crown
M928226209,0,1,5,General
M928291584,1,3,10,General
M928393956,0,2,17,General
M928446874,0,5,16,General
M928475970,1,3,10,General
M928513849,1,4,16,General
M928577718,0,3,11,VIP
M928699068,1,2,17,General
M928753296,1,2,10,VIP
M928839862,0,2,14,General
M928848962,1,2,13,VIP
M928878232,0,3,4,General
M928887952,0,0,10,General
M928935356,1,3,12,General
M928945170,0,3,16,General
M928959533,0,2,6,General
M929025842,0,3,10,General
M929095385,0,4,15,General
M929107002,1,3,17,VIP
M929131098,0,1,17,General
M929161220,1,3,11,VIP+
M929207438,0,2,9,VIP
M929303165,0,2,5,General
M929310261,0,1,17,General
M929321416,0,2,10,General
M929392893,0,1,14,General
M929422819,0,2,6,General
M929428138,0,2,17,VIP+
M929474473,0,1,14,General
M929474716,0,2,10,VIP
M929499768,1,3,10,General
M929502609,1,3,10,VIP+
M929586830,0,0,17,General
M929656091,1,1,17,General
M929683710,0,5,10,VIP+
M929889618,0,1,10,General
M929897159,0,0,10,General
M929911692,0,1,15,General
M929932043,1,0,4,General
M929935712,1,2,10,General
M929944403,0,2,4,General
M929954714,0,2,17,General
M929970489,0,3,12,General
M929988852,0,1,10,General
M930003000,1,2,11,General
M930042807,1,1,10,General
M930128225,0,2,5,VIP
M930279725,0,2,17,VIP
M930357024,0,3,10,General
M930388302,0,4,6,General
M930403814,0,1,17,General
M930458375,0,2,4,General
M930526111,1,0,17,General
M930555318,0,1,17,General
M930588081,0,3,16,General
M930617035,0,0,7,General
M930636484,0,2,14,General
M930672813,1,2,17,General
M930730153,0,1,16,General
M930736524,0,2,4,General
M930786304,1,2,9,General
M930842392,0,3,10,General
M930846385,0,1,16,General
M930861725,0,2,10,VIP+
M930900825,1,2,10,General
M930945221,0,2,5,General
M930947866,0,2,17,VIP
M930955209,0,3,17,General
M931003465,0,3,17,General
M931014928,0,2,9,General
M931027714,0,1,10,VIP+
M931028373,1,1,10,General
M931029931,0,1,6,General
M931065914,1,2,10,General
M931101792,0,3,8,General
M931182659,1,3,10,General
M931234674,0,1,10,General
M931297106,1,3,10,General
M931336025,1,3,5,General
M931386275,0,3,14,General
M931418174,0,2,4,General
M931491232,0,5,10,General
M931514350,1,1,8,General
M931544096,0,2,10,General
M931556021,0,4,6,General
M931562313,0,3,9,General
M931584949,0,3,17,VIP+
M931593135,0,2,17,General
M931690130,1,2,8,General
M931761239,0,2,17,General
M931853789,1,3,17,General
M931868599,0,2,10,General
M931878412,0,1,3,VIP+
M931885499,1,0,4,General
M931922533,0,2,6,VIP
M931968611,0,3,17,General
M932016425,0,2,17,General
M932019115,1,0,17,VIP
M932096178,0,2,6,VIP
M932139603,0,2,11,General
M932166040,1,2,17,General
M932182608,0,2,11,General
M932279144,0,0,11,General
M932310210,0,2,12,VIP
M932420327,0,2,13,VIP+
M932435574,0,3,10,General
M932439263,1,1,17,VIP
M932507544,0,0,8,General
M932509044,0,1,4,MVG-Ace
M932512518,1,1,10,General
M932526594,1,0,17,General
M932679776,1,1,10,General
M932721973,1,3,17,VIP
M932826555,1,1,17,General
M932827545,0,1,6,VIP
M932862205,1,2,10,General
M932901619,0,3,3,General
M932940457,0,2,17,General
M932945889,0,2,10,General
M932947935,0,1,10,General
M932970746,1,2,10,General
M933015583,1,2,10,General
M933017915,0,3,8,General
M933030191,0,0,17,General
M933101830,1,2,10,General
M933111827,0,1,4,VIP
M933138292,0,0,1,General
M933155186,0,2,14,General
M933185202,0,2,17,General
M933215034,0,3,8,General
M933223801,0,5,3,General
M933302304,0,1,17,VIP
M933361873,0,4,11,General
M933363074,0,3,10,General
M933395766,0,0,17,VIP
M933405008,1,1,11,VIP
M933526466,0,3,4,General
M933534537,1,2,17,General
M933553309,0,2,14,General
M933553550,1,2,17,General
M933740774,1,2,10,VIP+
M933755071,0,3,10,General
M933766750,0,2,10,General
M933904688,1,2,16,VIP
M933905421,0,3,10,General
M933910903,0,2,17,General
M933991773,0,4,10,General
M934024950,0,0,17,General
M934065231,0,2,16,MVG-Ace
M934069587,1,0,10,General
M934069898,0,2,8,General
M934079434,0,1,10,General
M934085788,0,2,10,General
M934095695,0,2,12,VIP
M934123826,0,2,17,General
M934125286,1,2,17,VIP
M934172121,0,3,17,General
M934174061,0,3,10,General
M934194706,0,2,13,General
M934216610,1,3,10,General
M934217052,0,2,10,VIP
M934253149,0,1,9,VIP
M934256554,1,1,17,General
M934286256,0,1,10,General
M934310202,1,1,9,General
M934340701,1,4,10,General
M934362391,0,2,10,General
M934418960,0,2,17,General
M934468381,1,2,9,VIP
M934495218,0,2,10,General
M934497428,0,3,10,General
M934546832,0,3,17,General
M934572979,1,1,16,General
M934597027,0,3,10,VIP
M934701739,0,0,17,General
M934713188,0,2,10,General
M934718876,1,4,13,General
M934757851,1,3,7,General
M934769395,0,2,10,VIP
M934777041,0,3,11,General
M934867161,0,2,11,General
M934929841,0,3,13,General
M934991715,1,1,11,General
M935001108,0,3,17,General
M935011270,1,0,6,General
M935018631,0,3,1,General
M935023524,0,0,3,General
M935051519,0,3,12,General
M935119946,0,4,17,VIP
M935123188,0,2,16,General
M935183542,0,2,10,VIP
M935231621,1,2,16,VIP+
M935277965,0,4,1,General
M935302519,0,1,15,General
M935321377,0,4,10,VIP+
M935338625,0,2,10,VIP+
M935355045,0,2,10,General
M935369751,0,1,4,General
M935375271,0,3,16,VIP
M935378661,0,1,10,General
M935410232,0,1,17,General
M935414429,0,3,3,VIP+
M935431051,0,2,1,VIP
M935692281,0,2,10,General
M935779170,1,1,9,General
M935782616,0,1,16,General
M935789254,1,2,16,General
M935795825,0,1,10,General
M935835985,0,1,10,General
M935850188,0,3,16,VIP
M935906592,0,3,12,General
M935981616,0,1,9,General
M936043121,0,3,8,VIP
M936056389,0,0,10,General
M936070991,0,0,17,VIP
M936103365,1,1,10,General
M936106626,1,1,2,General
M936110666,0,2,17,General
M936212780,0,2,17,VIP
M936220121,0,3,11,General
M936251690,1,2,12,General
M936304897,1,2,17,General
M936307368,0,2,17,General
M936341773,0,1,7,General
M936355070,0,1,17,General
M936369680,1,0,17,General
M936373490,0,3,15,General
M936378836,0,2,3,VIP+
M936454846,0,1,17,VIP
M936458643,0,3,17,General
M936471129,1,0,5,VIP
M936523437,0,3,10,General
M936534489,0,1,17,VIP+
M936596394,0,4,4,General
M936654411,1,4,17,VIP
M936678512,0,3,10,General
M936678645,0,3,17,General
M936678664,0,2,10,VIP
M936701746,0,2,10,General
M936702450,1,3,10,General
M936729378,0,2,17,General
M936745012,0,2,10,General
M936747660,0,1,10,VIP
M936767092,0,3,10,VIP
M936805678,1,5,10,General
M936857862,0,3,16,General
M936860328,0,1,6,General
M936872348,0,2,10,General
M937007652,0,1,17,General
M937037324,0,2,6,General
M937072187,0,2,11,VIP
M937135452,0,3,1,VIP
M937176963,0,0,4,General
M937180417,1,2,10,General
M937292199,1,3,17,VIP
M937377974,1,1,10,General
M937401528,1,0,12,General
M937430930,0,2,10,General
M937442810,0,0,14,VIP
M937511830,1,4,16,General
M937586675,0,0,16,General
M937713090,0,1,4,General
M937737168,0,0,17,General
M937781348,1,3,10,General
M937784606,1,2,17,General
M937794059,0,1,10,General
M937919961,1,2,16,General
M937978767,0,2,10,General
M937987087,0,2,8,General
M938099713,0,2,17,VIP+
M938101275,0,1,10,General
M938115116,0,3,10,VIP
M938137238,0,2,10,General
M938158594,0,4,10,General
M938175871,1,2,17,General
M938201564,0,2,11,VIP+
M938256873,0,4,16,VIP
M938301298,0,3,13,VIP
M938305951,0,2,17,MVG-Ace
M938360604,0,4,10,General
M938428258,0,4,10,VIP+
M938486196,1,2,11,General
M938506488,1,1,10,General
M938537076,1,2,6,General
M938554772,0,2,15,General
M938557765,0,3,10,General
M938599660,0,0,10,General
M938630013,0,3,17,General
M938638623,0,4,6,General
M938652916,1,1,3,General
M938676754,0,4,17,General
M938680198,1,2,16,General
M938681591,0,1,10,General
M938682286,0,1,10,General
M938773652,0,2,17,General
M938919120,0,3,17,VIP+
M938923406,1,1,17,General
M938924844,0,0,6,General
M938955359,0,4,17,General
M938986113,0,2,4,General
M939076583,0,3,10,General
M939188846,0,4,10,General
M939222034,0,2,14,General
M939228998,0,1,17,General
M939325487,0,1,10,VIP
M939405872,1,0,17,General
M939409690,0,5,6,General
M939457911,0,4,10,VIP+
M939459373,1,3,17,VIP+
M939461606,0,2,17,General
M939481413,0,2,4,General
M939484877,0,4,16,VIP
M939511937,1,2,17,LENITH
M939559728,0,0,10,General
M939580281,1,3,16,VIP
M939612680,1,2,4,General
M939654175,1,0,10,General
M939657690,1,1,3,VIP
M939658058,0,4,16,General
M939776624,0,1,17,General
M939806028,0,1,17,General
M939845561,0,1,16,VIP+
M939854873,1,2,17,VIP
M939857516,0,2,10,General
M939874429,0,2,16,General
M939896867,0,1,8,General
M939918522,0,2,11,VIP
M939943520,0,5,10,General
M940042422,0,2,17,VIP+
M940061630,0,3,17,VIP
M940064684,0,4,17,General
M940071882,0,1,14,General
M940172571,0,3,16,General
M940172867,0,2,17,General
M940174152,1,5,13,VIP
M940208685,0,2,10,General
M940208733,1,0,17,General
M940295358,0,2,16,General
M940404541,1,2,17,General
M940428744,0,1,6,General
M940429992,0,0,17,MVG-Ace
M940474124,1,1,10,General
